time,obstacle_id,x,y,z,radius
41.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
41.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
41.75,inner_patrol_ball,26.8873,5.9428,-3.0,0.45
41.75,target_patrol_ball,28.643,21.856,-3.0,0.45
42.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
42.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
42.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
42.0,inner_patrol_ball,26.7569,6.3733,-3.0,0.45
42.0,target_patrol_ball,28.8928,22.1354,-3.0,0.45
42.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
42.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
42.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
42.25,inner_patrol_ball,26.579,6.7863,-3.0,0.45
42.25,target_patrol_ball,29.1755,22.3814,-3.0,0.45
42.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
42.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
42.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
42.5,inner_patrol_ball,26.3558,7.1768,-3.0,0.45
42.5,target_patrol_ball,29.4866,22.5903,-3.0,0.45
42.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
42.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
42.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
42.75,inner_patrol_ball,26.0902,7.5398,-3.0,0.45
42.75,target_patrol_ball,29.8214,22.7588,-3.0,0.45
43.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
43.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
43.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
43.0,inner_patrol_ball,25.7856,7.8707,-3.0,0.45
43.0,target_patrol_ball,30.1745,22.8842,-3.0,0.45
43.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
43.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
43.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
43.25,inner_patrol_ball,25.4457,8.1652,-3.0,0.45
43.25,target_patrol_ball,30.5405,22.9646,-3.0,0.45
43.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
43.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
43.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
43.5,inner_patrol_ball,25.0749,8.4198,-3.0,0.45
43.5,target_patrol_ball,30.9137,22.9988,-3.0,0.45
43.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
43.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
43.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
43.75,inner_patrol_ball,24.6778,8.6311,-3.0,0.45
43.75,target_patrol_ball,31.2883,22.9861,-3.0,0.45
44.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
44.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
44.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
44.0,inner_patrol_ball,24.2596,8.7965,-3.0,0.45
44.0,target_patrol_ball,31.6583,22.9269,-3.0,0.45
44.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
44.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
44.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
44.25,inner_patrol_ball,23.8254,8.9139,-3.0,0.45
44.25,target_patrol_ball,32.0181,22.822,-3.0,0.45
44.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
44.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
44.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
44.5,inner_patrol_ball,23.3808,8.9818,-3.0,0.45
44.5,target_patrol_ball,32.362,22.673,-3.0,0.45
44.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
44.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
44.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
44.75,inner_patrol_ball,22.9314,8.9994,-3.0,0.45
44.75,target_patrol_ball,32.6846,22.4824,-3.0,0.45
45.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
45.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
45.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
45.0,inner_patrol_ball,22.4829,8.9664,-3.0,0.45
45.0,target_patrol_ball,32.981,22.253,-3.0,0.45
45.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
45.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
45.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
45.25,inner_patrol_ball,22.0408,8.8833,-3.0,0.45
45.25,target_patrol_ball,33.2464,21.9884,-3.0,0.45
45.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
45.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
45.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
45.5,inner_patrol_ball,21.611,8.7511,-3.0,0.45
45.5,target_patrol_ball,33.4768,21.6928,-3.0,0.45
45.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
45.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
45.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
45.75,inner_patrol_ball,21.1986,8.5714,-3.0,0.45
45.75,target_patrol_ball,33.6685,21.3708,-3.0,0.45
46.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
46.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
46.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
46.0,inner_patrol_ball,20.8091,8.3466,-3.0,0.45
46.0,target_patrol_ball,33.8186,21.0274,-3.0,0.45
46.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
46.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
46.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
46.25,inner_patrol_ball,20.4472,8.0795,-3.0,0.45
46.25,target_patrol_ball,33.9247,20.668,-3.0,0.45
46.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
46.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
46.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
46.5,inner_patrol_ball,20.1177,7.7735,-3.0,0.45
46.5,target_patrol_ball,33.9851,20.2982,-3.0,0.45
46.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
46.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
46.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
46.75,inner_patrol_ball,19.8245,7.4323,-3.0,0.45
46.75,target_patrol_ball,33.999,19.9237,-3.0,0.45
47.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
47.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
47.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
47.0,inner_patrol_ball,19.5715,7.0605,-3.0,0.45
47.0,target_patrol_ball,33.9661,19.5504,-3.0,0.45
47.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
47.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
47.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
47.25,inner_patrol_ball,19.3619,6.6626,-3.0,0.45
47.25,target_patrol_ball,33.8869,19.1841,-3.0,0.45
47.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
47.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
47.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
47.5,inner_patrol_ball,19.1982,6.2436,-3.0,0.45
47.5,target_patrol_ball,33.7627,18.8305,-3.0,0.45
47.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
47.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
47.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
47.75,inner_patrol_ball,19.0827,5.809,-3.0,0.45
47.75,target_patrol_ball,33.5953,18.4952,-3.0,0.45
48.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
48.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
48.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
48.0,inner_patrol_ball,19.0166,5.3641,-3.0,0.45
48.0,target_patrol_ball,33.3874,18.1834,-3.0,0.45
48.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
48.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
48.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
48.25,inner_patrol_ball,19.0009,4.9146,-3.0,0.45
48.25,target_patrol_ball,33.1423,17.8999,-3.0,0.45
48.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
48.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
48.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
48.5,inner_patrol_ball,19.0358,4.4662,-3.0,0.45
48.5,target_patrol_ball,32.8638,17.6492,-3.0,0.45
48.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
48.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
48.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
48.75,inner_patrol_ball,19.1208,4.0245,-3.0,0.45
48.75,target_patrol_ball,32.5562,17.4352,-3.0,0.45
49.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
49.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
49.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
49.0,inner_patrol_ball,19.2548,3.5952,-3.0,0.45
49.0,target_patrol_ball,32.2242,17.2612,-3.0,0.45
49.25,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
49.25,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
49.25,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
49.25,inner_patrol_ball,19.4362,3.1836,-3.0,0.45
49.25,target_patrol_ball,31.8732,17.1299,-3.0,0.45
49.5,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
49.5,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
49.5,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
49.5,inner_patrol_ball,19.6626,2.795,-3.0,0.45
49.5,target_patrol_ball,31.5086,17.0434,-3.0,0.45
49.75,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
49.75,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
49.75,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
49.75,inner_patrol_ball,19.9312,2.4343,-3.0,0.45
49.75,target_patrol_ball,31.136,17.0031,-3.0,0.45
50.0,fast_crossing_ball_1,10.0,18.0,-3.0,0.55
50.0,fast_crossing_ball_2,16.0,-14.0,-3.0,0.55
50.0,diagonal_crossing_ball,30.0,18.0,-3.0,0.5
50.0,inner_patrol_ball,20.2387,2.106,-3.0,0.45
50.0,target_patrol_ball,30.7613,17.0095,-3.0,0.45
