center_id,x,y,z,along,lateral,survival_time,failed,first_obstacle_id,first_uav_index,first_distance,intrusion_threshold
163,17.183996803001342,16.817418903513914,-3.0,24.0,1.4544155877284286,90.0,False,,,,
164,16.5290662645835,17.573107986303732,-3.0,24.0,2.4544155877284286,90.0,False,,,,
165,15.874135726165658,18.32879706909355,-3.0,24.0,3.4544155877284286,90.0,False,,,,
166,15.219205187747816,19.084486151883368,-3.0,24.0,4.454415587728429,90.0,False,,,,
167,14.564274649329974,19.840175234673186,-3.0,24.0,5.454415587728429,90.0,False,,,,
168,14.504565401985012,19.909070520071218,-3.0,24.0,5.545584412271571,90.0,False,,,,
169,23.27988873750587,12.837456400820873,-3.0,26.0,-5.545584412271571,90.0,False,,,,
170,22.624958199088027,13.59314548361069,-3.0,26.0,-4.545584412271571,90.0,False,,,,
171,21.970027660670187,14.348834566400509,-3.0,26.0,-3.5455844122715714,90.0,False,,,,
172,21.315097122252347,15.104523649190327,-3.0,26.0,-2.5455844122715714,90.0,False,,,,
173,20.660166583834503,15.860212731980145,-3.0,26.0,-1.5455844122715714,90.0,False,,,,
174,20.005236045416662,16.615901814769963,-3.0,26.0,-0.5455844122715714,90.0,False,,,,
175,19.35030550699882,17.37159089755978,-3.0,26.0,0.4544155877284286,90.0,False,,,,
176,18.69537496858098,18.1272799803496,-3.0,26.0,1.4544155877284286,90.0,False,,,,
177,18.040444430163134,18.882969063139416,-3.0,26.0,2.4544155877284286,90.0,False,,,,
178,17.385513891745294,19.638658145929234,-3.0,26.0,3.4544155877284286,90.0,False,,,,
179,16.730583353327454,20.39434722871905,-3.0,26.0,4.454415587728429,90.0,False,,,,
180,16.07565281490961,21.150036311508867,-3.0,26.0,5.454415587728429,90.0,False,,,,
181,16.015943567564648,21.218931596906902,-3.0,26.0,5.545584412271571,90.0,False,,,,
182,24.791266903085504,14.147317477656557,-3.0,28.0,-5.545584412271571,90.0,False,,,,
183,24.136336364667663,14.903006560446375,-3.0,28.0,-4.545584412271571,90.0,False,,,,
184,23.48140582624982,15.658695643236193,-3.0,28.0,-3.5455844122715714,90.0,False,,,,
185,22.82647528783198,16.41438472602601,-3.0,28.0,-2.5455844122715714,90.0,False,,,,
186,22.171544749414135,17.17007380881583,-3.0,28.0,-1.5455844122715714,90.0,False,,,,
187,21.516614210996295,17.925762891605647,-3.0,28.0,-0.5455844122715714,90.0,False,,,,
188,20.86168367257845,18.681451974395465,-3.0,28.0,0.4544155877284286,90.0,False,,,,
189,20.20675313416061,19.437141057185283,-3.0,28.0,1.4544155877284286,90.0,False,,,,
190,19.551822595742767,20.1928301399751,-3.0,28.0,2.4544155877284286,90.0,False,,,,
191,18.896892057324926,20.948519222764915,-3.0,28.0,3.4544155877284286,90.0,False,,,,
192,18.241961518907083,21.704208305554733,-3.0,28.0,4.454415587728429,90.0,False,,,,
193,17.587030980489242,22.45989738834455,-3.0,28.0,5.454415587728429,90.0,False,,,,
194,17.52732173314428,22.528792673742586,-3.0,28.0,5.545584412271571,90.0,False,,,,
195,26.30264506866514,15.457178554492241,-3.0,30.0,-5.545584412271571,90.0,False,,,,
196,25.6477145302473,16.21286763728206,-3.0,30.0,-4.545584412271571,90.0,False,,,,
197,24.992783991829455,16.968556720071877,-3.0,30.0,-3.5455844122715714,90.0,False,,,,
198,24.337853453411615,17.724245802861695,-3.0,30.0,-2.5455844122715714,90.0,False,,,,
199,23.68292291499377,18.479934885651513,-3.0,30.0,-1.5455844122715714,90.0,False,,,,
200,23.02799237657593,19.23562396844133,-3.0,30.0,-0.5455844122715714,90.0,False,,,,
201,22.373061838158087,19.99131305123115,-3.0,30.0,0.4544155877284286,90.0,False,,,,
202,21.718131299740246,20.747002134020967,-3.0,30.0,1.4544155877284286,90.0,False,,,,
203,21.063200761322403,21.502691216810785,-3.0,30.0,2.4544155877284286,90.0,False,,,,
204,20.408270222904562,22.258380299600603,-3.0,30.0,3.4544155877284286,90.0,False,,,,
205,19.75333968448672,23.014069382390417,-3.0,30.0,4.454415587728429,90.0,False,,,,
206,19.098409146068878,23.769758465180235,-3.0,30.0,5.454415587728429,90.0,False,,,,
